Start Date;Start Time;End Date;End Time;EAN;Meter Nr;Metertype;Register;Volume;Unit;Validation Status
06-11-2025;00:45:00;06-11-2025;01:00:00;541448965001643820;1LGZ0480960293;Digital meter;Off-peak injection;0;kWh;Validated
06-11-2025;01:00:00;06-11-2025;01:15:00;541448965001643820;1LGZ0480960293;Digital meter;Off-peak offtake;0.016;kWh;Validated
06-11-2025;01:00:00;06-11-2025;01:15:00;541448965001643820;1LGZ0480960293;Digital meter;Off-peak injection;0;kWh;Validated
06-11-2025;01:15:00;06-11-2025;01:30:00;541448965001643820;1LGZ0480960293;Digital meter;Off-peak offtake;0.009;kWh;Validated
06-11-2025;01:15:00;06-11-2025;01:30:00;541448965001643820;1LGZ0480960293;Digital meter;Off-peak injection;0;kWh;Validated
06-11-2025;01:30:00;06-11-2025;01:45:00;541448965001643820;1LGZ0480960293;Digital meter;Off-peak offtake;0.005;kWh;Validated
06-11-2025;01:30:00;06-11-2025;01:45:00;541448965001643820;1LGZ0480960293;Digital meter;Off-peak injection;0;kWh;Validated
06-11-2025;01:45:00;06-11-2025;02:00:00;541448965001643820;1LGZ0480960293;Digital meter;Off-peak offtake;0.01;kWh;Validated
06-11-2025;01:45:00;06-11-2025;02:00:00;541448965001643820;1LGZ0480960293;Digital meter;Off-peak injection;0;kWh;Validated
06-11-2025;02:00:00;06-11-2025;02:15:00;541448965001643820;1LGZ0480960293;Digital meter;Off-peak offtake;0.014;kWh;Validated
06-11-2025;02:00:00;06-11-2025;02:15:00;541448965001643820;1LGZ0480960293;Digital meter;Off-peak injection;0;kWh;Validated
06-11-2025;02:15:00;06-11-2025;02:30:00;541448965001643820;1LGZ0480960293;Digital meter;Off-peak offtake;0.005;kWh;Validated
06-11-2025;02:15:00;06-11-2025;02:30:00;541448965001643820;1LGZ0480960293;Digital meter;Off-peak injection;0;kWh;Validated
06-11-2025;02:30:00;06-11-2025;02:45:00;541448965001643820;1LGZ0480960293;Digital meter;Off-peak offtake;0.005;kWh;Validated
06-11-2025;02:30:00;06-11-2025;02:45:00;541448965001643820;1LGZ0480960293;Digital meter;Off-peak injection;0;kWh;Validated
06-11-2025;02:45:00;06-11-2025;03:00:00;541448965001643820;1LGZ0480960293;Digital meter;Off-peak offtake;0.014;kWh;Validated
06-11-2025;02:45:00;06-11-2025;03:00:00;541448965001643820;1LGZ0480960293;Digital meter;Off-peak injection;0;kWh;Validated
06-11-2025;03:00:00;06-11-2025;03:15:00;541448965001643820;1LGZ0480960293;Digital meter;Off-peak offtake;0.011;kWh;Validated
06-11-2025;03:00:00;06-11-2025;03:15:00;541448965001643820;1LGZ0480960293;Digital meter;Off-peak injection;0;kWh;Validated
06-11-2025;03:15:00;06-11-2025;03:30:00;541448965001643820;1LGZ0480960293;Digital meter;Off-peak offtake;0.005;kWh;Validated
06-11-2025;03:15:00;06-11-2025;03:30:00;541448965001643820;1LGZ0480960293;Digital meter;Off-peak injection;0;kWh;Validated
06-11-2025;03:30:00;06-11-2025;03:45:00;541448965001643820;1LGZ0480960293;Digital meter;Off-peak offtake;0.006;kWh;Validated
06-11-2025;03:30:00;06-11-2025;03:45:00;541448965001643820;1LGZ0480960293;Digital meter;Off-peak injection;0;kWh;Validated
06-11-2025;03:45:00;06-11-2025;04:00:00;541448965001643820;1LGZ0480960293;Digital meter;Off-peak offtake;0.016;kWh;Validated
06-11-2025;03:45:00;06-11-2025;04:00:00;541448965001643820;1LGZ0480960293;Digital meter;Off-peak injection;0;kWh;Validated
06-11-2025;04:00:00;06-11-2025;04:15:00;541448965001643820;1LGZ0480960293;Digital meter;Off-peak offtake;0.007;kWh;Validated
06-11-2025;04:00:00;06-11-2025;04:15:00;541448965001643820;1LGZ0480960293;Digital meter;Off-peak injection;0;kWh;Validated
06-11-2025;04:15:00;06-11-2025;04:30:00;541448965001643820;1LGZ0480960293;Digital meter;Off-peak offtake;0.005;kWh;Validated
06-11-2025;04:15:00;06-11-2025;04:30:00;541448965001643820;1LGZ0480960293;Digital meter;Off-peak injection;0;kWh;Validated
06-11-2025;04:30:00;06-11-2025;04:45:00;541448965001643820;1LGZ0480960293;Digital meter;Off-peak offtake;0.011;kWh;Validated
06-11-2025;04:30:00;06-11-2025;04:45:00;541448965001643820;1LGZ0480960293;Digital meter;Off-peak injection;0;kWh;Validated
06-11-2025;04:45:00;06-11-2025;05:00:00;541448965001643820;1LGZ0480960293;Digital meter;Off-peak offtake;0.014;kWh;Validated
06-11-2025;04:45:00;06-11-2025;05:00:00;541448965001643820;1LGZ0480960293;Digital meter;Off-peak injection;0;kWh;Validated
06-11-2025;05:00:00;06-11-2025;05:15:00;541448965001643820;1LGZ0480960293;Digital meter;Off-peak offtake;0.004;kWh;Validated
06-11-2025;05:00:00;06-11-2025;05:15:00;541448965001643820;1LGZ0480960293;Digital meter;Off-peak injection;0;kWh;Validated
06-11-2025;05:15:00;06-11-2025;05:30:00;541448965001643820;1LGZ0480960293;Digital meter;Off-peak offtake;0.005;kWh;Validated
06-11-2025;05:15:00;06-11-2025;05:30:00;541448965001643820;1LGZ0480960293;Digital meter;Off-peak injection;0;kWh;Validated
06-11-2025;05:30:00;06-11-2025;05:45:00;541448965001643820;1LGZ0480960293;Digital meter;Off-peak offtake;0.013;kWh;Validated
06-11-2025;05:30:00;06-11-2025;05:45:00;541448965001643820;1LGZ0480960293;Digital meter;Off-peak injection;0;kWh;Validated
06-11-2025;05:45:00;06-11-2025;06:00:00;541448965001643820;1LGZ0480960293;Digital meter;Off-peak offtake;0.019;kWh;Validated
06-11-2025;05:45:00;06-11-2025;06:00:00;541448965001643820;1LGZ0480960293;Digital meter;Off-peak injection;0;kWh;Validated
06-11-2025;06:00:00;06-11-2025;06:15:00;541448965001643820;1LGZ0480960293;Digital meter;Off-peak offtake;0.007;kWh;Validated
06-11-2025;06:00:00;06-11-2025;06:15:00;541448965001643820;1LGZ0480960293;Digital meter;Off-peak injection;0;kWh;Validated
06-11-2025;06:15:00;06-11-2025;06:30:00;541448965001643820;1LGZ0480960293;Digital meter;Off-peak offtake;0.007;kWh;Validated
06-11-2025;06:15:00;06-11-2025;06:30:00;541448965001643820;1LGZ0480960293;Digital meter;Off-peak injection;0;kWh;Validated
06-11-2025;06:30:00;06-11-2025;06:45:00;541448965001643820;1LGZ0480960293;Digital meter;Off-peak offtake;0.019;kWh;Validated
06-11-2025;06:30:00;06-11-2025;06:45:00;541448965001643820;1LGZ0480960293;Digital meter;Off-peak injection;0;kWh;Validated
06-11-2025;06:45:00;06-11-2025;07:00:00;541448965001643820;1LGZ0480960293;Digital meter;Off-peak offtake;0.01;kWh;Validated
06-11-2025;06:45:00;06-11-2025;07:00:00;541448965001643820;1LGZ0480960293;Digital meter;Off-peak injection;0;kWh;Validated
06-11-2025;07:00:00;06-11-2025;07:15:00;541448965001643820;1LGZ0480960293;Digital meter;Peak offtake;0.007;kWh;Validated
06-11-2025;07:00:00;06-11-2025;07:15:00;541448965001643820;1LGZ0480960293;Digital meter;Peak injection;0;kWh;Validated
06-11-2025;07:15:00;06-11-2025;07:30:00;541448965001643820;1LGZ0480960293;Digital meter;Peak offtake;0.009;kWh;Validated
06-11-2025;07:15:00;06-11-2025;07:30:00;541448965001643820;1LGZ0480960293;Digital meter;Peak injection;0;kWh;Validated
06-11-2025;07:30:00;06-11-2025;07:45:00;541448965001643820;1LGZ0480960293;Digital meter;Peak offtake;0.018;kWh;Validated
06-11-2025;07:30:00;06-11-2025;07:45:00;541448965001643820;1LGZ0480960293;Digital meter;Peak injection;0;kWh;Validated
06-11-2025;07:45:00;06-11-2025;08:00:00;541448965001643820;1LGZ0480960293;Digital meter;Peak offtake;0.01;kWh;Validated
06-11-2025;07:45:00;06-11-2025;08:00:00;541448965001643820;1LGZ0480960293;Digital meter;Peak injection;0;kWh;Validated
06-11-2025;08:00:00;06-11-2025;08:15:00;541448965001643820;1LGZ0480960293;Digital meter;Peak offtake;0.021;kWh;Validated
06-11-2025;08:00:00;06-11-2025;08:15:00;541448965001643820;1LGZ0480960293;Digital meter;Peak injection;0;kWh;Validated
06-11-2025;08:15:00;06-11-2025;08:30:00;541448965001643820;1LGZ0480960293;Digital meter;Peak offtake;0.037;kWh;Validated
06-11-2025;08:15:00;06-11-2025;08:30:00;541448965001643820;1LGZ0480960293;Digital meter;Peak injection;0.001;kWh;Validated
06-11-2025;08:30:00;06-11-2025;08:45:00;541448965001643820;1LGZ0480960293;Digital meter;Peak offtake;0;kWh;Validated
06-11-2025;08:30:00;06-11-2025;08:45:00;541448965001643820;1LGZ0480960293;Digital meter;Peak injection;0.007;kWh;Validated
06-11-2025;08:45:00;06-11-2025;09:00:00;541448965001643820;1LGZ0480960293;Digital meter;Peak offtake;0;kWh;Validated
06-11-2025;08:45:00;06-11-2025;09:00:00;541448965001643820;1LGZ0480960293;Digital meter;Peak injection;0.009;kWh;Validated
06-11-2025;09:00:00;06-11-2025;09:15:00;541448965001643820;1LGZ0480960293;Digital meter;Peak offtake;0;kWh;Validated
06-11-2025;09:00:00;06-11-2025;09:15:00;541448965001643820;1LGZ0480960293;Digital meter;Peak injection;0.013;kWh;Validated
06-11-2025;09:15:00;06-11-2025;09:30:00;541448965001643820;1LGZ0480960293;Digital meter;Peak offtake;0;kWh;Validated
06-11-2025;09:15:00;06-11-2025;09:30:00;541448965001643820;1LGZ0480960293;Digital meter;Peak injection;0.023;kWh;Validated
06-11-2025;09:30:00;06-11-2025;09:45:00;541448965001643820;1LGZ0480960293;Digital meter;Peak offtake;0;kWh;Validated
06-11-2025;09:30:00;06-11-2025;09:45:00;541448965001643820;1LGZ0480960293;Digital meter;Peak injection;0.045;kWh;Validated
06-11-2025;09:45:00;06-11-2025;10:00:00;541448965001643820;1LGZ0480960293;Digital meter;Peak offtake;0;kWh;Validated
06-11-2025;09:45:00;06-11-2025;10:00:00;541448965001643820;1LGZ0480960293;Digital meter;Peak injection;0.041;kWh;Validated
06-11-2025;10:00:00;06-11-2025;10:15:00;541448965001643820;1LGZ0480960293;Digital meter;Peak offtake;0;kWh;Validated
06-11-2025;10:00:00;06-11-2025;10:15:00;541448965001643820;1LGZ0480960293;Digital meter;Peak injection;0.032;kWh;Validated
06-11-2025;10:15:00;06-11-2025;10:30:00;541448965001643820;1LGZ0480960293;Digital meter;Peak offtake;0;kWh;Validated
06-11-2025;10:15:00;06-11-2025;10:30:00;541448965001643820;1LGZ0480960293;Digital meter;Peak injection;0.052;kWh;Validated
06-11-2025;10:30:00;06-11-2025;10:45:00;541448965001643820;1LGZ0480960293;Digital meter;Peak offtake;0;kWh;Validated
06-11-2025;10:30:00;06-11-2025;10:45:00;541448965001643820;1LGZ0480960293;Digital meter;Peak injection;0.065;kWh;Validated
06-11-2025;10:45:00;06-11-2025;11:00:00;541448965001643820;1LGZ0480960293;Digital meter;Peak offtake;0;kWh;Validated
06-11-2025;10:45:00;06-11-2025;11:00:00;541448965001643820;1LGZ0480960293;Digital meter;Peak injection;0.057;kWh;Validated
06-11-2025;11:00:00;06-11-2025;11:15:00;541448965001643820;1LGZ0480960293;Digital meter;Peak offtake;0;kWh;Validated
06-11-2025;11:00:00;06-11-2025;11:15:00;541448965001643820;1LGZ0480960293;Digital meter;Peak injection;0.046;kWh;Validated
06-11-2025;11:15:00;06-11-2025;11:30:00;541448965001643820;1LGZ0480960293;Digital meter;Peak offtake;0;kWh;Validated
06-11-2025;11:15:00;06-11-2025;11:30:00;541448965001643820;1LGZ0480960293;Digital meter;Peak injection;0.053;kWh;Validated
06-11-2025;11:30:00;06-11-2025;11:45:00;541448965001643820;1LGZ0480960293;Digital meter;Peak offtake;0;kWh;Validated
06-11-2025;11:30:00;06-11-2025;11:45:00;541448965001643820;1LGZ0480960293;Digital meter;Peak injection;0.066;kWh;Validated
06-11-2025;11:45:00;06-11-2025;12:00:00;541448965001643820;1LGZ0480960293;Digital meter;Peak offtake;0;kWh;Validated
06-11-2025;11:45:00;06-11-2025;12:00:00;541448965001643820;1LGZ0480960293;Digital meter;Peak injection;0.091;kWh;Validated
06-11-2025;12:00:00;06-11-2025;12:15:00;541448965001643820;1LGZ0480960293;Digital meter;Peak offtake;0;kWh;Validated
06-11-2025;12:00:00;06-11-2025;12:15:00;541448965001643820;1LGZ0480960293;Digital meter;Peak injection;0.081;kWh;Validated
06-11-2025;12:15:00;06-11-2025;12:30:00;541448965001643820;1LGZ0480960293;Digital meter;Peak offtake;0;kWh;Validated
06-11-2025;12:15:00;06-11-2025;12:30:00;541448965001643820;1LGZ0480960293;Digital meter;Peak injection;0.05;kWh;Validated
06-11-2025;12:30:00;06-11-2025;12:45:00;541448965001643820;1LGZ0480960293;Digital meter;Peak offtake;0;kWh;Validated
06-11-2025;12:30:00;06-11-2025;12:45:00;541448965001643820;1LGZ0480960293;Digital meter;Peak injection;0.058;kWh;Validated
06-11-2025;12:45:00;06-11-2025;13:00:00;541448965001643820;1LGZ0480960293;Digital meter;Peak offtake;0;kWh;Validated
06-11-2025;12:45:00;06-11-2025;13:00:00;541448965001643820;1LGZ0480960293;Digital meter;Peak injection;0.084;kWh;Validated
06-11-2025;13:00:00;06-11-2025;13:15:00;541448965001643820;1LGZ0480960293;Digital meter;Peak offtake;0;kWh;Validated
06-11-2025;13:00:00;06-11-2025;13:15:00;541448965001643820;1LGZ0480960293;Digital meter;Peak injection;0.084;kWh;Validated
06-11-2025;13:15:00;06-11-2025;13:30:00;541448965001643820;1LGZ0480960293;Digital meter;Peak offtake;0;kWh;Validated
06-11-2025;13:15:00;06-11-2025;13:30:00;541448965001643820;1LGZ0480960293;Digital meter;Peak injection;0.07;kWh;Validated
06-11-2025;13:30:00;06-11-2025;13:45:00;541448965001643820;1LGZ0480960293;Digital meter;Peak offtake;0;kWh;Validated
06-11-2025;13:30:00;06-11-2025;13:45:00;541448965001643820;1LGZ0480960293;Digital meter;Peak injection;0.061;kWh;Validated
06-11-2025;13:45:00;06-11-2025;14:00:00;541448965001643820;1LGZ0480960293;Digital meter;Peak offtake;0;kWh;Validated
06-11-2025;13:45:00;06-11-2025;14:00:00;541448965001643820;1LGZ0480960293;Digital meter;Peak injection;0.049;kWh;Validated
06-11-2025;14:00:00;06-11-2025;14:15:00;541448965001643820;1LGZ0480960293;Digital meter;Peak offtake;0;kWh;Validated
06-11-2025;14:00:00;06-11-2025;14:15:00;541448965001643820;1LGZ0480960293;Digital meter;Peak injection;0.08;kWh;Validated
06-11-2025;14:15:00;06-11-2025;14:30:00;541448965001643820;1LGZ0480960293;Digital meter;Peak offtake;0;kWh;Validated
06-11-2025;14:15:00;06-11-2025;14:30:00;541448965001643820;1LGZ0480960293;Digital meter;Peak injection;0.079;kWh;Validated
06-11-2025;14:30:00;06-11-2025;14:45:00;541448965001643820;1LGZ0480960293;Digital meter;Peak offtake;0;kWh;Validated
06-11-2025;14:30:00;06-11-2025;14:45:00;541448965001643820;1LGZ0480960293;Digital meter;Peak injection;0.076;kWh;Validated
06-11-2025;14:45:00;06-11-2025;15:00:00;541448965001643820;1LGZ0480960293;Digital meter;Peak offtake;0;kWh;Validated
06-11-2025;14:45:00;06-11-2025;15:00:00;541448965001643820;1LGZ0480960293;Digital meter;Peak injection;0.065;kWh;Validated
06-11-2025;15:00:00;06-11-2025;15:15:00;541448965001643820;1LGZ0480960293;Digital meter;Peak offtake;0;kWh;Validated
06-11-2025;15:00:00;06-11-2025;15:15:00;541448965001643820;1LGZ0480960293;Digital meter;Peak injection;0.054;kWh;Validated
06-11-2025;15:15:00;06-11-2025;15:30:00;541448965001643820;1LGZ0480960293;Digital meter;Peak offtake;0;kWh;Validated
06-11-2025;15:15:00;06-11-2025;15:30:00;541448965001643820;1LGZ0480960293;Digital meter;Peak injection;0.033;kWh;Validated
06-11-2025;15:30:00;06-11-2025;15:45:00;541448965001643820;1LGZ0480960293;Digital meter;Peak offtake;0;kWh;Validated
06-11-2025;15:30:00;06-11-2025;15:45:00;541448965001643820;1LGZ0480960293;Digital meter;Peak injection;0.01;kWh;Validated
06-11-2025;15:45:00;06-11-2025;16:00:00;541448965001643820;1LGZ0480960293;Digital meter;Peak offtake;0.001;kWh;Validated
06-11-2025;15:45:00;06-11-2025;16:00:00;541448965001643820;1LGZ0480960293;Digital meter;Peak injection;0.009;kWh;Validated
06-11-2025;16:00:00;06-11-2025;16:15:00;541448965001643820;1LGZ0480960293;Digital meter;Peak offtake;0;kWh;Validated
06-11-2025;16:00:00;06-11-2025;16:15:00;541448965001643820;1LGZ0480960293;Digital meter;Peak injection;0.014;kWh;Validated
06-11-2025;16:15:00;06-11-2025;16:30:00;541448965001643820;1LGZ0480960293;Digital meter;Peak offtake;0.002;kWh;Validated
06-11-2025;16:15:00;06-11-2025;16:30:00;541448965001643820;1LGZ0480960293;Digital meter;Peak injection;0.005;kWh;Validated
06-11-2025;16:30:00;06-11-2025;16:45:00;541448965001643820;1LGZ0480960293;Digital meter;Peak offtake;0.011;kWh;Validated
06-11-2025;16:30:00;06-11-2025;16:45:00;541448965001643820;1LGZ0480960293;Digital meter;Peak injection;0;kWh;Validated
06-11-2025;16:45:00;06-11-2025;17:00:00;541448965001643820;1LGZ0480960293;Digital meter;Peak offtake;0.005;kWh;Validated
06-11-2025;16:45:00;06-11-2025;17:00:00;541448965001643820;1LGZ0480960293;Digital meter;Peak injection;0;kWh;Validated
06-11-2025;17:00:00;06-11-2025;17:15:00;541448965001643820;1LGZ0480960293;Digital meter;Peak offtake;0.007;kWh;Validated
06-11-2025;17:00:00;06-11-2025;17:15:00;541448965001643820;1LGZ0480960293;Digital meter;Peak injection;0;kWh;Validated
06-11-2025;17:15:00;06-11-2025;17:30:00;541448965001643820;1LGZ0480960293;Digital meter;Peak offtake;0.02;kWh;Validated
06-11-2025;17:15:00;06-11-2025;17:30:00;541448965001643820;1LGZ0480960293;Digital meter;Peak injection;0;kWh;Validated
06-11-2025;17:30:00;06-11-2025;17:45:00;541448965001643820;1LGZ0480960293;Digital meter;Peak offtake;0.015;kWh;Validated
06-11-2025;17:30:00;06-11-2025;17:45:00;541448965001643820;1LGZ0480960293;Digital meter;Peak injection;0;kWh;Validated
06-11-2025;17:45:00;06-11-2025;18:00:00;541448965001643820;1LGZ0480960293;Digital meter;Peak offtake;0.006;kWh;Validated
06-11-2025;17:45:00;06-11-2025;18:00:00;541448965001643820;1LGZ0480960293;Digital meter;Peak injection;0;kWh;Validated
06-11-2025;18:00:00;06-11-2025;18:15:00;541448965001643820;1LGZ0480960293;Digital meter;Peak offtake;0.01;kWh;Validated
06-11-2025;18:00:00;06-11-2025;18:15:00;541448965001643820;1LGZ0480960293;Digital meter;Peak injection;0;kWh;Validated
06-11-2025;18:15:00;06-11-2025;18:30:00;541448965001643820;1LGZ0480960293;Digital meter;Peak offtake;0.017;kWh;Validated
06-11-2025;18:15:00;06-11-2025;18:30:00;541448965001643820;1LGZ0480960293;Digital meter;Peak injection;0;kWh;Validated
06-11-2025;18:30:00;06-11-2025;18:45:00;541448965001643820;1LGZ0480960293;Digital meter;Peak offtake;0.146;kWh;Validated
06-11-2025;18:30:00;06-11-2025;18:45:00;541448965001643820;1LGZ0480960293;Digital meter;Peak injection;0;kWh;Validated
06-11-2025;18:45:00;06-11-2025;19:00:00;541448965001643820;1LGZ0480960293;Digital meter;Peak offtake;0.326;kWh;Validated
06-11-2025;18:45:00;06-11-2025;19:00:00;541448965001643820;1LGZ0480960293;Digital meter;Peak injection;0;kWh;Validated
06-11-2025;19:00:00;06-11-2025;19:15:00;541448965001643820;1LGZ0480960293;Digital meter;Peak offtake;0.148;kWh;Validated
06-11-2025;19:00:00;06-11-2025;19:15:00;541448965001643820;1LGZ0480960293;Digital meter;Peak injection;0;kWh;Validated
06-11-2025;19:15:00;06-11-2025;19:30:00;541448965001643820;1LGZ0480960293;Digital meter;Peak offtake;0.018;kWh;Validated
06-11-2025;19:15:00;06-11-2025;19:30:00;541448965001643820;1LGZ0480960293;Digital meter;Peak injection;0;kWh;Validated
06-11-2025;19:30:00;06-11-2025;19:45:00;541448965001643820;1LGZ0480960293;Digital meter;Peak offtake;0.024;kWh;Validated
06-11-2025;19:30:00;06-11-2025;19:45:00;541448965001643820;1LGZ0480960293;Digital meter;Peak injection;0;kWh;Validated
06-11-2025;19:45:00;06-11-2025;20:00:00;541448965001643820;1LGZ0480960293;Digital meter;Peak offtake;0.034;kWh;Validated
06-11-2025;19:45:00;06-11-2025;20:00:00;541448965001643820;1LGZ0480960293;Digital meter;Peak injection;0;kWh;Validated
06-11-2025;20:00:00;06-11-2025;20:15:00;541448965001643820;1LGZ0480960293;Digital meter;Peak offtake;0.025;kWh;Validated
06-11-2025;20:00:00;06-11-2025;20:15:00;541448965001643820;1LGZ0480960293;Digital meter;Peak injection;0;kWh;Validated
06-11-2025;20:15:00;06-11-2025;20:30:00;541448965001643820;1LGZ0480960293;Digital meter;Peak offtake;0.026;kWh;Validated
06-11-2025;20:15:00;06-11-2025;20:30:00;541448965001643820;1LGZ0480960293;Digital meter;Peak injection;0;kWh;Validated
06-11-2025;20:30:00;06-11-2025;20:45:00;541448965001643820;1LGZ0480960293;Digital meter;Peak offtake;0.02;kWh;Validated
06-11-2025;20:30:00;06-11-2025;20:45:00;541448965001643820;1LGZ0480960293;Digital meter;Peak injection;0;kWh;Validated
06-11-2025;20:45:00;06-11-2025;21:00:00;541448965001643820;1LGZ0480960293;Digital meter;Peak offtake;0.017;kWh;Validated
06-11-2025;20:45:00;06-11-2025;21:00:00;541448965001643820;1LGZ0480960293;Digital meter;Peak injection;0;kWh;Validated
06-11-2025;21:00:00;06-11-2025;21:15:00;541448965001643820;1LGZ0480960293;Digital meter;Peak offtake;0.018;kWh;Validated
06-11-2025;21:00:00;06-11-2025;21:15:00;541448965001643820;1LGZ0480960293;Digital meter;Peak injection;0;kWh;Validated
06-11-2025;21:15:00;06-11-2025;21:30:00;541448965001643820;1LGZ0480960293;Digital meter;Peak offtake;0.025;kWh;Validated
